RESOLUCIÓN Y FECHA,ENTIDAD,INCUMPLIMIENTO,TIPO DE SANCIÓN
"R-SIV-2017-06-IV-S 
12/04/2017","TIVALSA, S.A.","▪  Incumplimiento por no mantener las tarjetas de firmas y 
la correspondencia enviada y recibida que documente la 
relación existente entre el puesto de bolsa y el cliente, 
dentro de los expedientes de los clientes que fueron 
indicados dentro del numeral “IV-II.1 Mantenimiento de 
Registro  de  Anti-Lavado  de  Dinero”,  de  la 
comunicación No. 33255 de fecha 16 de octubre de 2015. 
▪  Incumplimiento  por  no  suministrar  las  siguientes 
capacitaciones  a  una  empleada  de  TIVALSA  (ver 
comunicación No. 34668), quien labora para el puesto 
de  bolsa  en  calidad  de  Recepcionista,  a  saber:  i) 
Capacitación común para todo el personal dirigido a 
difundir  políticas,  normas  y  procedimientos  de 
prevención de lavado de activos y financiamiento del 
terrorismo; ii) Inducción dirigida al personal de nuevo 
ingreso relativo a las políticas de prevención y control 
del lavado de activos y financiamiento al terrorismo. 
▪  Incumplimiento por no mantener las certificaciones de 
no  antecedentes  penales  (certificación  de  no 
delincuencia) de los empleados del puesto de bolsa que 
fueron indicados dentro del numeral “IV-II.3 Selección 
del Personal”, de la comunicación No. 33255 de fecha 
16 de octubre de 2015. 
▪  Incumplimiento por no contener dentro de la Debida 
Diligencia de los clientes que fueron indicados dentro 
del numeral “IV-II.4 Medida Apropiada de la Debida 
Diligencia”, de la comunicación No. 33255 de fecha 16 
de  octubre  de  2015,  los  siguientes  aspectos:  (i) 
Aprobación de los Directivos para las relaciones con 
Clientes PEP´S; (ii) Soporte de Origen de Fondos; (iii) 
Declaración de Clientes PEP´S; (iv) Soportes de Debida 
Diligencia,  específicamente  identidad  del  empleado,","Sanción Cualitativa y 
Cuantitativa 
Amonestaciones Escritas y  
RD$300,000.00"
"R-SIV-2017-16-IV-S 
21/06/2017","TIVALSA, S.A.","▪  Remisión Inexacta de las Notas de los Estados Financieros 
correspondientes  al Segundo  Semestre del año dos mil 
quince (2015) remitidos en fecha cuatro (4) de febrero del 
dos mil dieciséis (2016), a saber: (i) Nota 6 de Inversiones 
por no totalizar correctamente los detalles del Portafolio de 
Depósitos y Títulos Valores de disponibilidad Restringida 
al treinta y uno (31) de diciembre 2015; (ii) Nota 9 de 
Bienes  de  Uso  por  no  contener:  (i)  Los  Saldos  de 
Propiedades y Equipos, clasificados por naturaleza y vida 
útil inicial y restante; (iii) Nota 18 de Valor Razonable de 
los  Instrumentos  por  no  incluir  el  rubro  de  los  pagos 
recibidos por adelantado en operaciones de compra dentro 
de los pasibles financieros. 
▪  Presentación  Inexacta  de  los  Estados  Financieros 
correspondientes al Segundo (2do) semestre del año 2015,","Sanción Cualitativa y 
Cuantitativa 
Amonestación Escrita 
RD$100,000.00"
"R-SIV-2017-21-IV-S      
01/08/2017","TIVALSA, S.A.","▪  Remisión  inexacta  por  inconsistencia  en  el  Patrimonio 
Contable  correspondiente  a  septiembre  del  2015,  al 
detectarse que existe una diferencia de DOP 6,067.31, entre 
la información remitida por el participante vía SERI y la 
remitida  de  manera  física  mediante  comunicación  No. 
42432, de fecha 12 de octubre del año 2015. 
▪  Remisión inexacta por diferencias en la verificación del 
cálculo del Patrimonio y Garantía de Riesgo Primario Nivel 
1, detectadas entre la información correspondiente al mes 
de septiembre, remitida a través del SERI, y la remitida por 
el participante de manera física mediante comunicación No. 
42432, de fecha 12 de octubre del año 2015. 
▪  Remisión  inexacta  por  diferencias  en  la  matriz  de 
patrimonio y garantía de riesgo e índices correspondientes 
a septiembre 2015, detectadas entre la información remitida 
por el participante vía SERI y la remitida de manera física 
mediante comunicación No. 42432 de fecha 12 de octubre 
del año 2015. 
▪  Remisión  inexacta  por  inconsistencia  en  el  Patrimonio 
Contable correspondiente al mes de octubre del año 2015, 
detectada entre la información remitida por el participante 
vía  SERI  y  la  información  remitida  de  manera  física","Sanciones Cualitativas  
Amonestaciones escritas"
"R-SIV-2018-01-IV-S 
12/02/2018","TIVALSA, S.A.","▪  Incumplimiento por no enviar a los clientes detallados en la 
resolución  sancionatoria,  las  confirmaciones  con  los 
términos de la operación y las condiciones pactadas.","Sanción Cuantitativa 
RD$50,000.00"
"R-SIV-2018-04-IV-S 
14/03/2018","TIVALSA, S.A.","▪  Remisión  inexacta  de  la  “Nota  5.  Composición  de  las 
Partidas  de  los  Estados  Financieros”,  por  diferencia 
ascendente a la suma de DOP$10,000,000.00, en relación a 
la información presentada a través del Sistema Electrónico 
para Remisión de Información y la remitida de manera física 
a través de la comunicación No. 53855 de fecha 01 de 
febrero del 2017.  
▪  Remisión Inexacta de la “Nota 13. Impuestos” por no revelar 
lo siguiente: i) Conciliación del gasto de impuesto contable 
y  fiscal.  Razones  de  las  variaciones  importantes  en  los 
porcentajes  normales  entre  el  gasto  de  impuestos  y  la 
utilizada  contable  antes  de  impuestos; ii)  Monto  de  las 
pérdidas fiscales trasladables no compensadas, incluyendo 
los ejercicios en que se incurrieron, fechas de vencimiento. 
Adicionalmente, deben revelarse las perdidas compensadas 
en el ejercicio; y iii) Impuestos a los activos empresariales.","Sanciones Cualitativas 
Amonestaciones Escritas"
"R-SIV-2018-20-IV-S 
4/07/18","TIVALSA, S.A.","▪  Remisión  Inexacta  de  los  Estados  Financieros 
correspondientes al mes de octubre de dos mil diecisiete 
(2017), toda vez que en la revisión realizada del estado de 
resultado y otros resultados integrales se observó que el 
Puesto de Bolsa presentó partidas de gastos e ingresos con 
signos contrarios a su origen, que sumada linealmente no 
concilia con la utilidad mostrada.","Sanción Cuantitativa 
RD$50,000.00"
"R-SIV-2018-30-IV-S 
2/08/18","TIVALSA, S.A.","▪  Remisión  Inexacta  de  los  Estados  Financieros 
correspondientes al mes de noviembre de dos mil diecisiete 
(2017),  toda  vez  que  en  la  conciliación  de  las  cifras 
remitidas en la Balanza de comprobación mensual y diaria 
a  través  del  Sistema  Electrónico  para  la  Remisión  de 
Información (SERI), se observaron diferencias en  rubros.","Sanción Cuantitativa 
RD$50,000.00"
"R-SIV-2018-32-IV-S 
2/08/18","TIVALSA, S.A.","▪  Incumplimiento ya que en la verificación de la vigencia de 
las credenciales de los corredores de valores del Puesto de 
Bolsa  se  detectó  que  cinco  (5)  corredores  poseen 
credenciales  vencidas  y  se  encuentran  ejecutando 
operaciones en el mercado de valores. 
 
▪  Incumplimiento  toda vez  que,  en  la  verificación de  las 
operaciones realizadas por TIVALSA, se observó que de una 
muestra de sesenta (60) confirmaciones remitidas a clientes 
y  verificadas,  correspondiente  al  año  dos  mil  dieciséis 
(2016), no poseen el número de identificación de credencial 
del corredor de valores que realizó la operación.",
"R-SIV-2018-51-IV-S 
12/12/18","TIVALSA, S.A.",▪  Remisión  Inexacta  de  los  Estados  Financieros,"Sanción Cuantitativa 
RD$150,000.00"
"R-SIMV-2019-16-IV-S 
10/06/19","TIVALSA, S.A.","▪  Remisión inexacta de la Matriz de Patrimonio y Garantías 
de Riesgo e índices enviado por el SERI.","Sanción Cuantitativa 
RD$50,000.00"
"R-SIV-2013-53-IV-S 
09/05/2013","UNITED CAPITAL, PUESTO 
DE BOLSA, S.A.","▪  Diferencia en la Cartera de Inversión en el Total de los 
Títulos Valores de Deuda reportado por el puesto y el saldo 
al  31  de  enero  de  2013  de  la  cuenta 
1.2.1.00.00.00.00.00.0.MM.C,  Inversiones  en  Títulos 
Valores de Deuda.","Sanción Cualitativa 
Amonestación Escrita"
"R-CNV-2013-44-IV         
26/12/2013","U   NITED CAPITAL, PUESTO 
DE BOLSA, S.A.","▪  Diferencia  en  la  Cartera  de  Inversión  de 
DOP10,060,000.00 entre el Total del Valor Nominal de 
Disponibilidad Restringida y el Total del Balance de los 
Títulos Bloqueados de la Central de Valores. 
▪  Diferencia  en  la  Cartera  de  Inversión  de 
DOP10,060,000.00 entre el Total del Valor Nominal de los 
Títulos Valores de Deuda y el Total de la Cartera Propia del 
Reporte Generado desde el sistema de la Central de Valores 
(CEVALDOM). 
▪  Diferencia  en  la  Cartera  de  Custodia  de 
DOP992,200,000.00  entre  el  Total  de  la  Cartera  en 
Custodia y el Total de la Cuenta a Tercero según el reporte 
de la Central de Valores (CEVALDOM).","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2016-05-IV-R 
09/02/2016","UNITED CAPITAL, PUESTO 
DE BOLSA, S.A.","▪  Remisión  Inexacta  de  los  Estados  Financieros 
correspondientes al segundo (2do) semestre del año dos mil 
catorce (2014), por (i) Diferencia detectada dentro de los 
Balances al 31 de Diciembre del año 2013 los cuales no","Sanción Cualitativa 
Amonestación Escrita"
"R-CNV-2016-26-IV 
30/08/2016","UNITED CAPITAL, PUESTO 
DE BOLSA, S.A.","▪  Incumplimiento de la normativa del Mercado de Valores en 
razón de que las firmas de los corredores contenidas en las 
confirmaciones de los procesos de compra y venta de títulos 
valores, verificadas en la inspección, no poseían en algunos 
casos los nombres de los corredores, en otros casos no 
poseían el No. de la  licencia otorgada a los corredores por 
la SIV y  la BVRD y en otros casos no poseían ni el nombre 
ni el No. de la licencia, incumpliendo con el Artículo 21, 
párrafo II, de la norma para corredores de valores (R-CNV-
2014-35-CV). 
▪  Incumplimiento del artículo 283, numeral 1, del Reglamento 
de Aplicación de la Ley, aprobado mediante el Decreto del 
Poder Ejecutivo No. 664-12, al verificar que informaciones 
publicadas en la página de UC-United Capital Puesto de 
Bolsa,  S.A.,  respecto  de  los  valores  comercializados, 
presenta  el  rendimiento  como  precio  indicativo  y  no 
muestran ninguna información sobre los precios de dichos 
valores.","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2013-45-IV-R 
22/04/2013","VALORES LEÓN, S.A. 
(PUESTO DE BOLSA)","▪  Diferencia en la parte 2 del reporte de Estado de Cartera de 
Inversión, por un monto de DOP 122,890,00 de títulos 
desmaterializados del Banco Central, del mes de marzo 
2012; b)Diferencias en la parte 10 del reporte de Estado de 
Cartera de Inversión, sobre Depósitos y Títulos de Valores 
de  Disponibilidad  Restringida,  por  un  monto  de  DOP","Sanción Cualitativa y 
Cuantitativa 
Amonestación Escrita 
RD$200,000.00"
"R-CNV-2013-29-IV         
04/10/2013","VALORES LEÓN, S.A. 
(EMISOR)","▪  Incumplimiento  con  el  prospecto  de  colocación, 
específicamente  en  el  capítulo  2.1.6.2  de  los  Bonos 
Corporativos SIVEM-070, correspondiente a los tramos I, II 
y III, referente a la no remisión del hecho relevante del a 
finalización  de  la  colocación,  la  cual  es  anterior  a  lo 
especificado en el prospecto.","Sanción Cualitativa 
Amonestación Escrita"
"R-CNV-2016-01-IV 
20/01/2016","VERTEX VALORES PUESTO 
DE BOLSA, S.A.","▪  Remisión Inexacta del Balance de Comprobación Diario de 
los Estados Financieros correspondientes al día treinta y 
uno (31) del mes de Marzo 2015, remitido a través del 
Sistema Electrónico de Remisión de Información (SERI).","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2017-40-IV-R 
11/10/2017","VERTEX VALORES PUESTO 
DE BOLSA, S.A.","▪  Incumplimiento debido a que de una muestra de treinta (30) 
expedientes, ningún contenían el Formulario del Perfil del 
Inversionista  e  Informe  del  Perfil  del  Inversionista, 
conforme a la relación indicada en la resolución; 
▪  Incumplimiento debido a que de una muestra de treinta (30) 
expediente de cliente revisado, diez (10) expedientes no 
contenían: (i) La Debida Diligencia del Cliente; y (ii) La 
actualización de la Debida Diligencia Continua, conforme a 
la relación indicada en la resolución;","Sanción Cualitativa y 
Cuantitativa 
Amonestación Escrita 
RD$250,000.00"
"R-SIV-2018-19-IV-S 
4/07/2018","VERTEX VALORES PUESTO 
DE BOLSA, S.A.","▪  Remisión  Tardía  de  la  nómina  de  empleados 
correspondiente  al  tercer  trimestre  del  año  dos  mil 
diecisiete  (2017),  remitida  mediante  comunicación  No. 
65635 de fecha dos (2) de marzo de dos mil dieciocho 
(2018), la cual debió ser remitida en fecha veinte (20) de 
octubre del año dos mil diecisiete (2017).","Sanción Cualitativa 
Amonestación Escrita"
"R-SIMV-2018-43-IV-R 
5/10/2018","VERTEX VALORES PUESTO 
DE BOLSA, S.A.","▪  Remisión tardía del reporte diario de la Posición Global 
Neta  en  Divisas  (PGND)  correspondiente  al  mes  de 
noviembre del año dos mil diecisiete (2017), el cual debía 
suministrarse a las dos y treinta minutos de la tarde (2:30 
p.m.) del día siguiente al cierre de operaciones. 
 
▪  Remisión  tardía  del  reporte  mensual  de  la  Posición 
Global Neta en Divisas (PGND), correspondiente al mes 
de noviembre del año dos mil diecisiete (2017), el cual 
debía ser suministrado dentro de los diez (10) días hábiles 
posteriores al último día del mes de noviembre.","Sanción Cuantitativa 
RD$200,000.00"
"R-SIMV-2022-37-SF-S 
28/11/2022","FIDUCIARIA UNIVERSAL, 
S.A.","▪  No remisión y remisión tardía de las informaciones anuales 
correspondientes al año dos mil veintiuno (2021) de sus dos 
fideicomisos  administrados,  el  Fideicomiso  de  Oferta 
Publica  de  Valores  Fiduciarios  G-PATIO  01–FU  y  del 
Fideicomiso de Oferta Pública de Valores Accionario RICA 
03–FU.","Sanción Cuantitativa 
RD$500,000.00"
"R-SIMV-2023-28-CR-S 
21/07/2023","SOCIEDAD CALIFICADORA 
PACIFIC CREDIT RATING, 
S.R.L.","▪  No remisión y remisión tardía de las informaciones anuales 
correspondientes al año dos mil veintiuno (2021) de actas 
de  asamblea  ordinarias  y  declaraciones  juradas  del","Sanción Cuantitativa  
RD$500,000.00"
"R-SIMV-2023-49-EV-S 
25/10/2023","GULFSTREAM PETROLEUM 
DOMINICANA, S.R.L.","▪  No notificar como hecho relevante a la Superintendencia: 
i) el cambio de composición accionaria y el cambio de 
beneficiario final de la entidad; y, ii) los cambios en el 
consejo de administración de acuerdo a lo dispuesto en la 
normativa vigente que regula la materia.","Sanción Cuantitativa  
RD$2,000,001.00"
"R-SIMV-2023-29-AF-S 
1/08/2023","ADMINISTRADORA DE 
FONDOS DE INVERSIÓN 
BHD, S.A.","▪  Presentar déficit en la garantía constituida por riesgo de 
gestión en más de uno de sus fondos. 
▪  No  notificación  oportuna  a la  Superintendencia  de  los 
déficits presentados.","Sanción Cuantitativa  
RD$500,001.00"
"R-SIMV-2024-07-IV-R 
26/02/2024","JMMB PUESTO DE BOLSA, 
S.A.","▪  Infringir normas en materia de prevención sobre lavado de 
activos por debilidades en la gestión integral de riesgos y la 
realización de la debida diligencia de clientes.","Sanción Cuantitativa 
RD$1,000,000.00"
"R-SIMV-2025-06-EV-S 
17/2/2025","HAINA INVESTMENT CO., 
LTD.","▪  Remisión  tardía  de  las  informaciones  anuales 
correspondientes al año dos mil veintitrés (2023).","Sanción Cuantitativa 
RD$500,000.00"
